4104, 1015
2239, 2358
4102, 1164
4107, 809
2243, 2078
2246, 1874
4105, 958
2234, 2723
2238, 2458
4107, 834
4113, 408
415, 822
2244, 2033
2231, 2963
4105, 982
2245, 1970
2242, 2183
2247, 1839
2231, 2975
4113, 430
4112, 501
416, 774
4106, 926
4104, 1078
4112, 509
2245, 1992
4110, 647
4109, 726
4104, 1083
2246, 1938
4102, 1235
4109, 736
2238, 2518
2244, 2091
2242, 2242
2232, 2949
4106, 971
2246, 1964
4112, 560
2237, 2606
2247, 1900
2232, 2969
4107, 919
2238, 2557
416, 848
2239, 2491
4112, 581
4102, 1288
4114, 458
2240, 2440
2238, 2580
2234, 2863
2244, 2157
2236, 2725
4103, 1242
4116, 330
2240, 2452
4109, 822
2241, 2383
4109, 836
4110, 771
2241, 2395
4111, 696
2247, 1983
417, 838
4110, 775
2236, 2762
4107, 1000
2235, 2836
4110, 786
2246, 2060
2237, 2703
4111, 730
2243, 2288
4108, 954
417, 866
2242, 2365
2247, 2009
419, 729
4114, 525
2238, 2657
4116, 396
4117, 318
4116, 389
4113, 602
4106, 1102
2245, 2166
419, 745
4106, 1118
419, 758
2248, 1976
2247, 2046
4114, 568
4112, 712
4109, 925
2239, 2616
2250, 1841
4116, 433
4105, 1217
2238, 2702
2249, 1930
2236, 2857
2235, 2934
4117, 385
4110, 882
4110, 894
4112, 747
4111, 830
4110, 901
2246, 2174
4109, 979
4112, 766
2251, 1821
4111, 832
4111, 834
2246, 2185
4109, 983
2247, 2118
4116, 487
2241, 2542
418, 908
2235, 2972
4107, 1133
2237, 2837
2248, 2055
2242, 2479
4109, 1003
2248, 2059
418, 917
4108, 1072
4117, 438
4109, 1006
419, 860
2250, 1938
4106, 1230
4113, 740
4112, 811
2248, 2090
2249, 2018
4113, 746
4113, 748
421, 742
2246, 2241
4108, 1109
4111, 906
4116, 551
4112, 847
2248, 2118
4108, 1127
4109, 1067
4113, 785
2249, 2050
2252, 1844
421, 779
4112, 858
2243, 2490
2244, 2428
2237, 2927
4111, 950
4118, 447
4115, 662
4119, 389
2241, 2653
2238, 2870
422, 731
2252, 1874
2239, 2801
4118, 466
423, 672
420, 893
4118, 483
2247, 2250
4110, 1056
2253, 1836
422, 766
2250, 2054
4108, 1209
4110, 1069
4107, 1277
2247, 2271
4110, 1066
2247, 2273
2241, 2699
2245, 2414
2245, 2418
2244, 2496
4110, 1085
4111, 1009
4108, 1224
2244, 2498
4112, 950
4119, 455
4111, 1022
422, 797
4109, 1160
2253, 1873
4113, 888
421, 877
424, 664
4121, 317
4119, 458
422, 808
4118, 540
423, 738
2252, 1949
2241, 2741
2251, 2031
4121, 333
4110, 1124
2247, 2323
4118, 557
4120, 415
423, 759
2253, 1898
4120, 422
2245, 2472
4115, 779
424, 696
4121, 348
4119, 500
424, 700
4121, 361
4114, 851
4113, 925
4115, 782
4114, 866
4120, 439
2252, 1989
4120, 436
2246, 2425
2253, 1926
4117, 656
2243, 2647
2249, 2220
2240, 2862
2249, 2228
4111, 1097
4118, 599
4109, 1253
2239, 2944
2252, 2027
2247, 2382
4112, 1046
4116, 760
423, 825
2250, 2182
4113, 982
2240, 2891
4119, 555
2247, 2411
424, 777
4117, 724
4114, 932
2243, 2711
2241, 2852
4118, 661
2254, 1927
4115, 877
4121, 453
425, 733
2250, 2233
2247, 2453
2240, 2955
2242, 2811
2249, 2321
4119, 619
2250, 2248
424, 823
2246, 2537
4110, 1270
2255, 1903
2252, 2115
426, 690
4120, 556
4115, 921
2252, 2119
4117, 775
4110, 1274
4117, 777
426, 697
2255, 1913
4122, 429
2248, 2420
2255, 1923
426, 713
4121, 515
2254, 2010
2245, 2648
2254, 2007
2255, 1947
2255, 1955
2253, 2097
2251, 2237
4118, 752
2243, 2808
4119, 688
4115, 975
2242, 2888
4113, 1116
2250, 2326
2253, 2112
4114, 1058
2248, 2472
2247, 2543
4113, 1135
2242, 2901
4123, 426
2242, 2899
424, 910
4115, 991
4118, 784
4122, 501
4115, 1009
427, 713
4118, 792
2256, 1928
425, 854
2243, 2849
4122, 509
4116, 941
2248, 2508
4113, 1169
4121, 595
2251, 2296
4125, 322
427, 737
4123, 460
426, 812
2255, 2027
2242, 2948
428, 671
4122, 545
4121, 611
2243, 2883
4123, 470
425, 890
4121, 622
2245, 2744
2258, 1821
2248, 2530
2251, 2317
428, 682
2254, 2108
2251, 2320
2255, 2036
4122, 559
4124, 417
2251, 2329
2256, 1973
2247, 2619
428, 696
4121, 641
4117, 919
428, 697
4120, 705
2250, 2413
4119, 785
2255, 2062
2250, 2425
4113, 1221
425, 933
4124, 446
4114, 1155
2243, 2930
427, 794
4121, 670
4116, 1028
2251, 2365
2254, 2151
4118, 881
4126, 324
4114, 1175
4117, 962
429, 664
428, 741
427, 819
4115, 1111
2247, 2669
2245, 2810
2254, 2177
4116, 1046
2249, 2540
4116, 1055
2258, 1903
2246, 2760
2249, 2553
4122, 650
2257, 1997
2247, 2705
426, 927
4118, 950
2254, 2221
2257, 2007
2253, 2301
2256, 2086
2250, 2511
430, 664
428, 813
4127, 329
2259, 1888
2259, 1895
4119, 904
2259, 1897
2260, 1825
430, 692
4120, 844
2246, 2834
2260, 1844
2254, 2269
4124, 567
427, 921
4125, 503
429, 781
427, 924
4121, 798
2247, 2781
2258, 2004
2249, 2643
4120, 884
4118, 1037
4121, 821
2260, 1882
4120, 901
2255, 2241
2252, 2463
4128, 344
4126, 492
2256, 2192
429, 834
2254, 2333
428, 910
4115, 1283
2253, 2407
2249, 2695
431, 706
4121, 864
2255, 2276
2250, 2638
2249, 2706
428, 932
431, 721
2256, 2219
432, 652
429, 864
432, 651
2260, 1933
4127, 449
2255, 2295
429, 869
2260, 1937
4119, 1028
4120, 966
4117, 1180
4120, 964
431, 744
4116, 1257
2259, 2030
4117, 1189
2258, 2105
2251, 2605
2261, 1894
2253, 2462
2256, 2255
2252, 2545
2251, 2616
4125, 642
4122, 852
4121, 923
4121, 922
2259, 2057
4116, 1279
4128, 438
430, 855
2258, 2141
2260, 2003
4127, 531
4117, 1240
432, 740
2256, 2306
432, 742
4122, 894
2259, 2096
2256, 2314
4117, 1254
4126, 615
4118, 1197
4121, 978
4122, 921
4117, 1283
2249, 2834
2260, 2059
2259, 2135
433, 706
2263, 1850
2263, 1849
431, 852
2261, 2000
4127, 591
2254, 2502
2261, 2013
2259, 2158
4120, 1104
2258, 2227
4121, 1028
2251, 2735
4130, 396
2262, 1961
4130, 410
2257, 2315
434, 680
4126, 687
2252, 2674
4121, 1055
2258, 2258
4129, 494
2260, 2117
4124, 858
431, 912
2260, 2126
2264, 1841
2254, 2562
431, 922
4125, 790
434, 714
2264, 1854
2259, 2215
432, 857
2251, 2781
432, 862
2254, 2574
2264, 1863
431, 935
4119, 1237
4124, 880
4121, 1092
2251, 2799
4120, 1175
4120, 1170
2263, 1951
433, 806
434, 738
2251, 2801
2253, 2659
434, 741
2257, 2385
435, 675
4131, 408
2251, 2813
4125, 836
4126, 762
4130, 478
2250, 2892
4127, 696
2261, 2116
434, 762
4121, 1124
2250, 2907
2263, 1991
436, 642
2265, 1854
2259, 2280
4129, 590
4132, 380
4131, 450
4128, 672
4121, 1168
4133, 322
433, 877
4122, 1102
2251, 2873
432, 951
2264, 1955
433, 886
2250, 2951
2257, 2459
4124, 974
434, 826
2256, 2540
4120, 1265
433, 907
4122, 1136
2252, 2831
4133, 365
